timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-03T10:13:46,codecarbon,da072972-b443-44ac-87bd-af1c603b55b0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.3302717999999913,1.8065877259644695e-05,7.75269102069757e-06,30.0,0.0,10.0,1.9027067500004097e-05,0.0,6.295106666667987e-06,2.532217416667208e-05,India,IND,,,,Windows-11-10.0.26200-SP0,3.13.2,3.0.4,4,Intel(R) Core(TM) i3-1005G1 CPU @ 1.20GHz,,,79.0011,21.9974,7.745204925537109,machine,N,1.0
